player,team,opponent,action,xpos,ypos,evt_date,Preferred foot,game,one_touch,start_time,game_time,game_state,xG,xt_in_play,xt_set_pieces,pressure,facing_goal,pass_dist,xdest,ydest,xp,attack_type,xt_chain_value,xg_chain_value,set_piece,throw_in,next_player
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,14,90,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.173,37,0,0,0,0,-,false,"6,598",12,100,"0,862",Open Play,0,0,false,false,
Michelle De Jongh,Linköping,IFK Norrköping,Lost balls DH,20,81,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.185,37,0,0,0,0,-,false,"22,188",40,91,"0,854",Open Play,"0,002",0,false,false,Ebba Handfast
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,34,37,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.199,37,0,0,0,0,Medium,false,"33,172",61,62,"0,998",Open Play,"0,001",0,false,false,Ebba Handfast
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,3,52,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.303,39,0,0,0,0,Medium,false,"33,022",25,17,"0,775",Throw In,"0,001",0,false,false,Maya Aliyah Antoine
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,9,11,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.308,39,0,0,0,0,Medium,false,"36,366",40,37,"0,999",Open Play,0,0,false,false,Ebba Handfast
Lilli Halttunen,Linköping,IFK Norrköping,Lost balls DH,43,31,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.313,39,0,0,0,0,High,false,"11,801",33,40,"0,996",Open Play,0,0,false,false,Dana Leskinen
Lisa Bjork,Linköping,IFK Norrköping,Lost balls DH,32,92,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.339,39,0,0,0,0,Medium,false,"4,965",32,100,"0,889",Open Play,"-0,001",0,false,false,
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,27,95,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.356,40,0,0,0,0,-,false,"3,946",29,100,"0,871",Open Play,0,0,false,false,
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,23,95,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.366,40,0,0,0,0,Medium,false,"32,504",54,89,"0,844",Throw In,0,0,false,false,Ebba Handfast
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,35,75,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.414,41,0,0,0,0,Medium,false,"12,597",47,78,"0,893",Open Play,"0,003",0,false,false,Elsa Burvall
Sara Eriksson,Linköping,IFK Norrköping,Lost balls DH,41,71,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.534,43,0,0,0,0,High,false,"2,14",43,71,"0,902",Open Play,"-0,006",0,false,false,Elsa Burvall
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,40,84,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.745,46,0,0,0,0,-,false,"6,106",44,90,"0,9",Open Play,0,0,false,false,Svea Gun Monica Rehnberg
Cajsa Andersson Comparar,Linköping,IFK Norrköping,Lost balls DH,15,50,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.755,46,0,0,0,0,-,false,0,0,0,"0,846",Open Play,"0,001",0,false,false,
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,25,83,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.762,47,0,0,0,0,-,false,"21,691",39,60,"0,884",Open Play,0,0,false,false,Elsa Burvall
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,5,48,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.815,47,0,0,0,0,-,false,"11,958",0,33,"0,967",Open Play,"-0,001",0,false,false,
Sara Eriksson,Linköping,IFK Norrköping,Lost balls DH,2,45,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.884,49,0,0,0,0,-,false,"23,276",20,66,"0,999",Open Play,0,0,false,false,Carrie Jones
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,4,36,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.888,49,0,0,0,0,-,false,"7,205",9,43,"0,999",Open Play,"0,006","0,03",false,false,Svea Gun Monica Rehnberg
Michelle De Jongh,Linköping,IFK Norrköping,Lost balls DH,39,90,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.899,49,0,0,0,0,Medium,false,"5,264",44,87,"0,885",Open Play,"0,004",0,false,false,Maya Aliyah Antoine
Lilli Halttunen,Linköping,IFK Norrköping,Lost balls DH,40,61,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,2.949,50,0,0,0,0,High,false,"5,927",35,64,"0,902",Open Play,"0,004",0,false,false,Carrie Jones
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,31,5,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.136,53,0,0,0,0,-,false,"13,619",43,0,"0,998",Open Play,-0,0,false,false,
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,29,3,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.162,53,0,0,0,0,High,false,"2,1",31,4,"0,998",Open Play,0,0,false,false,Dana Leskinen
Vilma Koivisto,Linköping,IFK Norrköping,Lost balls DH,32,19,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.164,53,0,0,0,0,Medium,false,"31,272",62,17,"0,999",Open Play,0,0,false,false,Maya Aliyah Antoine
Michelle De Jongh,Linköping,IFK Norrköping,Lost balls DH,33,6,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.198,54,0,0,0,0,Medium,false,"52,93",84,6,"0,998",Open Play,"0,006",0,false,false,Maya Aliyah Antoine
Cajsa Andersson Comparar,Linköping,IFK Norrköping,Lost balls DH,10,53,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.221,54,0,0,0,0,-,false,"37,709",35,91,"0,871",Open Play,"-0,002",0,false,false,Samantha Cary
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,14,81,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.286,55,0,0,0,0,0,false,"29,069",42,85,"0,895",Open Play,0,0,true,false,Samantha Cary
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,5,78,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.349,56,0,0,0,0,0,false,"24,685",28,87,"0,874",Open Play,0,0,true,false,Ebba Handfast
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,34,66,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.429,58,0,0,0,0,0,false,"29,722",61,78,"0,893",Open Play,0,0,true,false,Ebba Handfast
Sara Eriksson,Linköping,IFK Norrköping,Lost balls DH,33,67,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.616,61,0,0,0,0,-,false,"3,977",32,72,"0,893",Open Play,0,0,false,false,Wilma Leidhammar
Lilli Halttunen,Linköping,IFK Norrköping,Lost balls DH,31,7,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.671,62,0,0,0,0,High,false,"4,606",27,11,"0,998",Open Play,0,0,false,false,Carrie Jones
Maria Catharina Olafsdottir Gros,Linköping,IFK Norrköping,Lost balls DH,47,85,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.692,62,0,0,0,0,Medium,false,"51,09",73,23,"0,902",Open Play,"-0,002",0,false,false,Elin Rombing
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,48,59,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.713,62,0,0,0,0,-,false,"26,076",73,62,"0,919",Open Play,"0,002",0,false,false,Elsa Burvall
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,8,59,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.729,63,0,0,0,0,-,false,"37,381",43,66,"0,897",Open Play,"0,003",0,false,false,Ebba Handfast
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,21,71,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.734,63,0,0,0,0,Medium,false,"19,287",31,95,"0,855",Open Play,"0,003",0,false,false,Samantha Cary
Sara Eriksson,Linköping,IFK Norrköping,Lost balls DH,25,57,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.744,63,0,0,0,0,-,false,"26,378",42,29,"0,883",Open Play,"0,002",0,false,false,Maya Aliyah Antoine
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,9,0,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.776,63,0,0,0,0,0,false,"22,938",31,5,"0,999",Throw In,0,0,true,true,Elin Rombing
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,26,0,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.791,64,0,0,0,0,0,false,"11,246",37,2,"0,998",Throw In,0,0,true,true,Elin Rombing
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,24,0,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,3.921,66,0,0,0,0,High,false,"7,899",31,2,"0,999",Open Play,0,0,false,false,Alexandra Hellekant
Cajsa Andersson Comparar,Linköping,IFK Norrköping,Lost balls DH,5,41,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.009,67,0,0,0,0,-,false,"39,261",31,0,"0,999",Open Play,"-0,001",0,false,false,
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,10,42,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.023,68,0,0,0,0,-,false,"39,72",39,3,"0,999",Open Play,0,0,false,false,Elin Rombing
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,18,7,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.049,68,0,0,0,0,High,false,"5,39",22,2,"0,999",Throw In,0,0,false,false,Jada Chiméne Conijnenberg
Michelle De Jongh,Linköping,IFK Norrköping,Lost balls DH,39,33,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.080,69,0,0,0,0,Medium,false,"23,165",44,0,"0,998",Open Play,"0,004",0,false,false,
Vilma Koivisto,Linköping,IFK Norrköping,Lost balls DH,30,7,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.101,69,0,0,0,0,-,false,"13,267",41,18,"0,997",Open Play,0,0,false,false,Carrie Jones
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,9,64,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.129,69,0,0,0,0,-,false,"32,836",39,75,"0,891",Open Play,0,0,false,false,Carrie Jones
Malin Brenn,Linköping,IFK Norrköping,Lost balls DH,28,25,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.201,71,0,0,0,0,Medium,false,"46,944",72,13,"0,999",Open Play,0,0,false,false,Elin Rombing
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,44,11,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.337,73,0,0,0,0,Medium,false,"2,352",45,8,"0,998",Open Play,"0,003",0,false,false,Vesna Milivojević
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,36,5,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.355,73,0,0,0,0,Medium,false,"7,832",44,4,"0,998",Open Play,"-0,004",0,false,false,Vesna Milivojević
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,40,3,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.356,73,0,0,0,0,Medium,false,"2,462",41,0,"0,998",Open Play,"-0,004",0,false,false,
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,19,5,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.379,73,0,0,0,0,High,false,"28,47",45,14,"0,999",Open Play,"-0,005",0,false,false,Carrie Jones
Lilli Halttunen,Linköping,IFK Norrköping,Lost balls DH,41,8,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.436,74,0,0,0,0,High,false,"5,557",44,2,"0,998",Throw In,"0,005",0,false,false,Elin Rombing
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,33,64,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.496,75,0,0,0,0,High,false,"16,587",48,71,"0,899",Open Play,"0,005",0,false,false,Elsa Burvall
Noor Hoelsbrekken Eckhoff,Linköping,IFK Norrköping,Lost balls DH,35,70,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.582,77,-1,0,0,0,-,false,"41,629",74,68,"0,901",Open Play,"-0,001",0,false,false,Samantha Cary
Malin Brenn,Linköping,IFK Norrköping,Lost balls DH,12,23,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.708,79,-1,0,0,0,Medium,false,"25,982",37,25,1,Open Play,0,0,false,false,Maja Regnås Valcic
Maria Catharina Olafsdottir Gros,Linköping,IFK Norrköping,Lost balls DH,38,12,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.714,79,-1,0,0,0,-,false,"36,149",72,25,"0,998",Open Play,0,0,false,false,Maya Aliyah Antoine
Vilma Koivisto,Linköping,IFK Norrköping,Lost balls DH,41,17,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.796,80,0,0,0,0,High,false,"25,087",62,0,"0,998",Open Play,"0,009",0,false,false,
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,11,46,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.825,81,0,0,0,0,-,false,"14,501",15,67,"0,999",Open Play,0,0,false,false,Samantha Cary
Lilli Halttunen,Linköping,IFK Norrköping,Lost balls DH,42,79,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.856,81,0,0,0,0,Medium,false,"3,328",40,83,"0,902",Open Play,"0,001",0,false,false,Alexandra Hellekant
Polly Gabrielle Doran,Linköping,IFK Norrköping,Lost balls DH,31,100,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.878,82,0,0,0,0,0,false,"43,925",72,83,"0,872",Throw In,0,0,true,true,Samantha Cary
Sara Eriksson,Linköping,IFK Norrköping,Lost balls DH,35,68,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.883,82,0,0,0,0,-,false,"10,379",35,83,"0,877",Open Play,0,0,false,false,Wilma Leidhammar
Sara Eriksson,Linköping,IFK Norrköping,Lost balls DH,41,93,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.887,82,0,0,0,0,Medium,false,"1,937",42,91,"0,903",Open Play,0,0,false,false,Samantha Cary
Vilma Koivisto,Linköping,IFK Norrköping,Lost balls DH,34,53,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.896,82,0,0,0,0,High,false,"43,108",62,100,"0,907",Throw In,"0,002",0,false,false,
Vilma Koivisto,Linköping,IFK Norrköping,Lost balls DH,39,67,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.905,82,0,0,0,0,-,false,"23,71",61,70,"0,889",Open Play,"0,003",0,false,false,Ebba Handfast
Emma Lennartsson,Linköping,IFK Norrköping,Lost balls DH,37,86,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.945,83,0,0,0,0,0,false,"38,726",73,77,"0,87",Open Play,0,0,true,false,Ebba Handfast
Malin Brenn,Linköping,IFK Norrköping,Lost balls DH,29,2,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,4.988,84,0,0,0,0,High,false,"2,424",28,0,"0,998",Open Play,"0,002",0,false,false,
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,29,5,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,5.000,84,0,0,0,0,-,false,"34,611",54,38,"0,998",Open Play,"-0,001",0,false,false,Maya Aliyah Antoine
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,39,10,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,5.288,89,0,0,0,0,High,false,"48,918",85,14,"0,998",Open Play,"0,004",0,false,false,Maya Aliyah Antoine
Vilma Koivisto,Linköping,IFK Norrköping,Lost balls DH,38,71,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,5.444,91,0,0,0,0,Medium,false,"42,928",79,61,"0,9",Open Play,"0,003",0,false,false,Caroline DeLisle
Lilli Halttunen,Linköping,IFK Norrköping,Lost balls DH,46,15,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,5.481,92,0,0,0,0,Medium,false,"3,837",43,14,"0,996",Open Play,"0,008",0,false,false,Maja Regnås Valcic
Cajsa Andersson Comparar,Linköping,IFK Norrköping,Lost balls DH,13,43,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,5.567,93,0,0,0,0,-,false,"49,019",60,37,"0,999",Open Play,0,0,false,false,Maya Aliyah Antoine
Jonna Ann-Charlotte Andersson,Linköping,IFK Norrköping,Lost balls DH,18,15,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,5.581,94,0,0,0,0,High,false,"20,344",38,13,"0,998",Open Play,"-0,001",0,false,false,Elin Rombing
Vilma Koivisto,Linköping,IFK Norrköping,Lost balls DH,26,31,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,5.583,94,0,0,0,0,-,false,"20,532",44,20,"0,997",Open Play,"-0,001",0,false,false,Maya Aliyah Antoine
Sara Eriksson,Linköping,IFK Norrköping,Lost balls DH,8,74,"Sun, 20 Apr 2025 00:00:00 GMT",0,Linköping - IFK Norrköping,false,5.605,94,0,0,0,0,-,false,"3,955",11,71,"0,915",Open Play,0,0,false,false,Samantha Cary
Lisa Bjork,Linköping,AIK,Lost balls first third,10,0,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,23,1,0,0,0,0,0,false,0,0,0,0,Open Play,"-0,004",0,false,false,Anna Klara Ellen Oscarsson
Lisa Bjork,Linköping,AIK,Lost balls first third,16,9,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,102,2,0,0,0,0,0,false,0,0,0,0,Open Play,"0,001",0,false,false,Haruna Tabata
Michelle De Jongh,Linköping,AIK,Lost balls first third,32,26,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,517,9,0,0,0,0,0,false,0,0,0,0,Open Play,0,0,false,false,Signe Bundgaard Carstens
Vilma Koivisto,Linköping,AIK,Lost balls first third,21,78,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,623,11,0,0,0,0,0,false,0,0,0,0,Open Play,-0,0,false,false,Adelisa Grabus
Sara Eriksson,Linköping,AIK,Lost balls first third,12,63,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,732,13,0,0,0,0,0,false,0,0,0,0,Open Play,"-0,101","0,041",false,false,Daniella Rachel Famili
Irene Dirdal,Linköping,AIK,Lost balls first third,19,49,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,1.419,24,0,0,0,0,0,false,0,0,0,0,Open Play,0,0,false,false,Adelisa Grabus
Sara Eriksson,Linköping,AIK,Lost balls first third,25,96,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,1.487,25,0,0,0,0,0,false,0,0,0,0,Throw In,"0,003",0,false,false,Ella Lisa Catrine Reidy
Maria Catharina Olafsdottir Gros,Linköping,AIK,Lost balls first third,15,96,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,1.473,25,0,0,0,0,0,false,0,0,0,0,Open Play,"-0,001",0,false,false,Olivia Maria Ellinor Lindstedt
Irene Dirdal,Linköping,AIK,Lost balls first third,22,37,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,1.964,33,0,0,0,0,0,false,0,0,0,0,Open Play,"0,001",0,false,false,Adelisa Grabus
Noor Hoelsbrekken Eckhoff,Linköping,AIK,Lost balls first third,20,42,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,2.027,34,0,0,0,0,0,false,0,0,0,0,Open Play,"0,001",0,false,false,Daniella Rachel Famili
Vilma Koivisto,Linköping,AIK,Lost balls first third,23,74,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,2.880,49,0,0,0,0,0,false,0,0,0,0,Throw In,"0,015",0,false,false,Adelisa Grabus
Maria Catharina Olafsdottir Gros,Linköping,AIK,Lost balls first third,28,85,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,3.283,55,-1,0,0,0,0,false,0,0,0,0,Open Play,0,0,false,false,Nova Tilde Selin
Sara Eriksson,Linköping,AIK,Lost balls first third,30,67,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,3.658,61,-1,0,0,0,0,false,0,0,0,0,Open Play,"0,001",0,false,false,Signe Bundgaard Carstens
Sara Eriksson,Linköping,AIK,Lost balls first third,23,53,"Sat, 22 Mar 2025 00:00:00 GMT",0,AIK - Linköping,false,4.101,69,-1,0,0,0,0,false,0,0,0,0,Open Play,0,"0,01",false,false,Nova Tilde Selin
Lisa Bjork,Linköping,Hammarby,Lost balls first third,28,78,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,642,11,0,0,0,0,0,false,0,0,0,0,Open Play,"0,001",0,false,false,Anna Langås Jøsendal
Jonna Ann-Charlotte Andersson,Linköping,Hammarby,Lost balls first third,26,10,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,674,12,0,0,0,0,0,false,0,0,0,0,Open Play,"0,008",0,false,false,Stina Olivia Lennartsson
Emma Lennartsson,Linköping,Hammarby,Lost balls first third,31,92,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,1.970,33,-2,0,0,0,0,false,0,0,0,0,Open Play,0,0,false,false,Smilla Vallotto
Malin Brenn,Linköping,Hammarby,Lost balls first third,6,45,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,2.564,43,-2,0,0,0,0,false,0,0,0,0,Open Play,"0,135",0,false,false,Vilde Hasund
Vilma Koivisto,Linköping,Hammarby,Lost balls first third,23,0,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,2.605,44,-2,0,0,0,0,false,0,0,0,0,Open Play,"0,068",0,false,false,Vilde Hasund
Jonna Ann-Charlotte Andersson,Linköping,Hammarby,Lost balls first third,8,36,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,2.704,46,-2,0,0,0,0,false,0,0,0,0,Open Play,"0,165","0,087",false,false,Ellen Ingegerd Wangerheim
Lisa Bjork,Linköping,Hammarby,Lost balls first third,18,96,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,2.987,50,-2,0,0,0,0,false,0,0,0,0,Open Play,"0,135",0,false,false,Anna Langås Jøsendal
Malin Brenn,Linköping,Hammarby,Lost balls first third,10,37,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,3.150,53,-2,0,0,0,0,false,0,0,0,0,Open Play,"0,053","0,034",false,false,Julie Blakstad
Lisa Bjork,Linköping,Hammarby,Lost balls first third,1,75,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,3.192,54,-2,0,0,0,0,false,0,0,0,0,Open Play,"0,122","0,226",false,false,Julie Blakstad
Eshley Bakker,Linköping,Hammarby,Lost balls first third,29,86,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,3.548,60,-3,0,0,0,0,false,0,0,0,0,Open Play,"0,003",0,false,false,Julie Blakstad
Noor Hoelsbrekken Eckhoff,Linköping,Hammarby,Lost balls first third,21,93,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,3.772,63,-4,0,0,0,0,false,0,0,0,0,Open Play,"-0,004",0,false,false,Cathinka Cecilie Friis Tandberg
Vilma Koivisto,Linköping,Hammarby,Lost balls first third,25,23,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,4.148,70,-4,0,0,0,0,false,0,0,0,0,Open Play,0,0,false,false,Stina Olivia Lennartsson
Emma Lennartsson,Linköping,Hammarby,Lost balls first third,24,87,"Sat, 29 Mar 2025 00:00:00 GMT",0,Linköping - Hammarby,false,4.770,80,-4,0,0,0,0,false,0,0,0,0,Open Play,"0,014",0,false,false,Cathinka Cecilie Friis Tandberg
Emma Lennartsson,Linköping,Brommapojkarna,Lost balls first third,24,82,"Sat, 12 Apr 2025 00:00:00 GMT",0,Brommapojkarna - Linköping,false,94,2,0,0,0,0,0,false,0,0,0,0,Throw In,"0,032",0,false,false,Vera Louise Lillback
Emma Lennartsson,Linköping,Brommapojkarna,Lost balls first third,15,69,"Sat, 12 Apr 2025 00:00:00 GMT",0,Brommapojkarna - Linköping,false,171,3,0,0,0,0,0,false,0,0,0,0,Open Play,0,0,false,false,Vera Louise Lillback
Irene Dirdal,Linköping,Brommapojkarna,Lost balls first third,18,74,"Sat, 12 Apr 2025 00:00:00 GMT",0,Brommapojkarna - Linköping,false,258,5,0,0,0,0,0,false,0,0,0,0,Open Play,"0,001",0,false,false,Johanna Elin Svedberg
Emma Lennartsson,Linköping,Brommapojkarna,Lost balls first third,21,66,"Sat, 12 Apr 2025 00:00:00 GMT",0,Brommapojkarna - Linköping,false,674,12,0,0,0,0,0,false,0,0,0,0,Open Play,"0,014",0,false,false,Vera Louise Lillback
